Date,Price,Open,High,Low,Vol.,Change %
"May 20, 2016","19,855.00","19,606.00","19,948.00","19,488.00",130.75K,1.27%
"May 19, 2016","19,606.00","19,695.00","19,788.00","19,562.00",108.01K,-0.41%
"May 18, 2016","19,686.00","19,945.00","19,945.00","19,638.00",115.72K,-1.30%
"May 17, 2016","19,946.00","19,823.00","20,016.00","19,721.00",122.70K,0.66%
"May 16, 2016","19,816.00","19,592.00","19,880.00","19,516.00",132.55K,1.08%
"May 13, 2016","19,605.00","19,830.00","19,945.00","19,448.00",132.05K,-1.00%
"May 12, 2016","19,803.00","19,908.00","20,009.00","19,730.00",129.03K,-0.48%
"May 11, 2016","19,899.00","20,133.00","20,253.00","19,863.00",134.72K,-1.15%
"May 10, 2016","20,130.00","20,053.00","20,199.00","19,823.00",117.25K,0.40%
"May 09, 2016","20,049.00","19,966.00","20,207.00","19,852.00",114.28K,0.37%
"May 06, 2016","19,975.00","20,294.00","20,374.00","19,887.00",121.56K,-1.52%
"May 05, 2016","20,284.00","20,281.00","20,391.00","20,142.00",106.49K,-0.08%
"May 04, 2016","20,300.00","20,526.00","20,538.00","20,274.00",117.51K,-1.19%
"May 03, 2016","20,544.00","20,857.00","20,987.00","20,502.00",118.07K,-1.49%
"Apr 29, 2016","20,854.00","21,182.00","21,375.00","20,835.00",106.24K,-2.87%
"Apr 28, 2016","21,471.00","21,314.00","21,652.00","21,287.00",22.90K,0.85%
"Apr 27, 2016","21,290.00","21,382.00","21,458.00","21,283.00",121.05K,-0.47%
"Apr 26, 2016","21,391.00","21,286.00","21,435.00","21,089.00",165.50K,0.47%
"Apr 25, 2016","21,291.00","21,469.00","21,559.00","21,266.00",129.67K,-0.88%
"Apr 22, 2016","21,481.00","21,593.00","21,613.00","21,331.00",107.55K,-0.52%
"Apr 21, 2016","21,594.00","21,263.00","21,664.00","21,240.00",130.11K,1.52%
"Apr 20, 2016","21,271.00","21,446.00","21,598.00","21,122.00",123.64K,-0.76%
"Apr 19, 2016","21,433.00","21,175.00","21,524.00","21,175.00",112.15K,1.26%
"Apr 18, 2016","21,167.00","21,345.00","21,353.00","21,021.00",98.92K,-0.82%
"Apr 15, 2016","21,342.00","21,359.00","21,474.00","21,258.00",95.53K,0.00%
"Apr 14, 2016","21,343.00","21,221.00","21,546.00","21,212.00",122.01K,0.60%
"Apr 13, 2016","21,216.00","20,474.00","21,223.00","20,443.00",148.23K,3.64%
"Apr 12, 2016","20,470.00","20,527.00","20,620.00","20,397.00",113.79K,-0.34%
"Apr 11, 2016","20,540.00","20,374.00","20,581.00","20,174.00",145.77K,0.74%
"Apr 08, 2016","20,389.00","20,241.00","20,393.00","19,967.00",120.76K,0.69%
"Apr 07, 2016","20,249.00","20,168.00","20,368.00","20,080.00",105.50K,0.51%
"Apr 06, 2016","20,147.00","20,122.00","20,233.00","20,046.00",98.55K,0.08%
"Apr 05, 2016","20,130.00","20,488.00","20,537.00","20,092.00",124.17K,-1.65%
"Apr 01, 2016","20,467.00","20,784.00","20,874.00","20,453.00",119.62K,-1.63%
"Mar 31, 2016","20,807.00","20,857.00","21,020.00","20,703.00",116.34K,0.60%
"Mar 30, 2016","20,683.00","20,363.00","20,718.00","20,253.00",17.30K,1.64%
"Mar 29, 2016","20,349.00","20,321.00","20,426.00","20,153.00",120.13K,0.15%
"Mar 24, 2016","20,319.00","20,644.00","20,672.00","20,263.00",163.38K,-1.58%
"Mar 23, 2016","20,645.00","20,607.00","20,688.00","20,517.00",117.60K,0.18%
"Mar 22, 2016","20,607.00","20,687.00","20,823.00","20,581.00",103.19K,-0.33%
"Mar 21, 2016","20,675.00","20,596.00","20,848.00","20,596.00",99.85K,0.39%
"Mar 18, 2016","20,595.00","20,473.00","20,697.00","20,303.00",122.12K,0.59%
"Mar 17, 2016","20,474.00","20,309.00","20,637.00","20,205.00",120.21K,0.84%
"Mar 16, 2016","20,304.00","20,288.00","20,432.00","20,170.00",110.37K,0.03%
"Mar 15, 2016","20,298.00","20,399.00","20,448.00","20,260.00",94.43K,-0.58%
"Mar 14, 2016","20,417.00","20,221.00","20,498.00","20,183.00",107.56K,0.89%
"Mar 11, 2016","20,237.00","20,009.00","20,247.00","19,837.00",135.46K,1.14%
"Mar 10, 2016","20,008.00","19,984.00","20,196.00","19,898.00",112.85K,0.09%
"Mar 09, 2016","19,990.00","19,945.00","20,070.00","19,813.00",100.80K,0.20%
"Mar 08, 2016","19,950.00","20,116.00","20,199.00","19,880.00",115.34K,-0.95%
"Mar 07, 2016","20,142.00","20,105.00","20,298.00","20,063.00",109.89K,0.21%
"Mar 04, 2016","20,100.00","19,860.00","20,184.00","19,826.00",119.70K,1.20%
"Mar 03, 2016","19,861.00","19,900.00","20,063.00","19,758.00",119.21K,-0.15%
"Mar 02, 2016","19,890.00","19,327.00","19,995.00","19,287.00",132.58K,2.92%
"Mar 01, 2016","19,325.00","19,052.00","19,325.00","18,993.00",125.92K,1.40%
"Feb 29, 2016","19,058.00","19,349.00","19,496.00","18,960.00",110.91K,-0.87%
"Feb 26, 2016","19,225.00","18,898.00","19,276.00","18,884.00",17.42K,1.66%
"Feb 25, 2016","18,912.00","19,144.00","19,209.00","18,829.00",137.83K,-1.26%
"Feb 24, 2016","19,153.00","19,429.00","19,493.00","19,074.00",153.42K,-1.35%
"Feb 23, 2016","19,416.00","19,447.00","19,578.00","19,312.00",140.33K,-0.31%
"Feb 22, 2016","19,476.00","19,326.00","19,546.00","19,145.00",126.02K,0.74%
"Feb 19, 2016","19,332.00","19,292.00","19,412.00","19,190.00",98.36K,0.20%
"Feb 18, 2016","19,293.00","18,916.00","19,451.00","18,916.00",112.77K,1.99%
"Feb 17, 2016","18,916.00","19,149.00","19,307.00","18,895.00",126.90K,-1.18%
"Feb 16, 2016","19,141.00","18,874.00","19,272.00","18,848.00",114.05K,1.63%
"Feb 15, 2016","18,834.00","18,365.00","18,932.00","18,334.00",110.26K,2.52%
"Feb 12, 2016","18,371.00","18,364.00","18,484.00","18,037.00",91.28K,-0.02%
"Feb 11, 2016","18,375.00","19,309.00","19,350.00","18,270.00",80.99K,-4.86%
"Feb 05, 2016","19,313.00","19,161.00","19,409.00","19,050.00",94.00K,0.82%
"Feb 04, 2016","19,156.00","19,000.00","19,357.00","18,713.00",111.55K,0.94%
"Feb 03, 2016","18,978.00","19,430.00","19,430.00","18,733.00",129.06K,-2.39%
"Feb 02, 2016","19,442.00","19,478.00","19,609.00","19,320.00",122.31K,-0.14%
"Feb 01, 2016","19,469.00","19,700.00","19,748.00","19,406.00",124.23K,-1.29%
"Jan 29, 2016","19,723.00","19,264.00","19,738.00","19,031.00",163.47K,3.29%
"Jan 28, 2016","19,095.00","19,028.00","19,230.00","18,997.00",23.60K,0.45%
"Jan 27, 2016","19,010.00","18,896.00","19,279.00","18,872.00",168.76K,0.58%
"Jan 26, 2016","18,901.00","19,229.00","19,288.00","18,785.00",173.53K,-1.75%
"Jan 25, 2016","19,238.00","19,106.00","19,505.00","19,106.00",150.95K,0.77%
"Jan 22, 2016","19,091.00","18,692.00","19,155.00","18,591.00",182.99K,1.81%
"Jan 21, 2016","18,751.00","18,836.00","19,260.00","18,530.00",185.15K,-0.51%
"Jan 20, 2016","18,847.00","19,609.00","19,725.00","18,762.00",182.93K,-3.94%
"Jan 19, 2016","19,621.00","19,272.00","19,647.00","19,145.00",155.99K,1.82%
"Jan 18, 2016","19,271.00","19,430.00","19,442.00","19,048.00",151.09K,0.76%
"Jan 17, 2016","19,125.00","19,125.00","19,125.00","19,125.00",-,-1.76%
"Jan 15, 2016","19,468.00","19,798.00","19,827.00","19,454.00",136.56K,-1.73%
"Jan 14, 2016","19,810.00","20,059.00","20,080.00","19,468.00",145.77K,-1.24%
"Jan 13, 2016","20,059.00","19,718.00","20,229.00","19,684.00",147.17K,1.83%
"Jan 12, 2016","19,699.00","19,970.00","20,120.00","19,656.00",128.54K,-1.22%
"Jan 11, 2016","19,943.00","20,435.00","20,498.00","19,820.00",141.31K,-2.24%
"Jan 08, 2016","20,399.00","20,328.00","20,620.00","20,050.00",145.29K,0.25%
"Jan 07, 2016","20,349.00","20,852.00","20,878.00","20,258.00",174.11K,-2.45%
"Jan 06, 2016","20,861.00","21,137.00","21,250.00","20,855.00",132.44K,-1.32%
"Jan 05, 2016","21,140.00","21,138.00","21,409.00","21,020.00",141.48K,0.08%
"Jan 04, 2016","21,123.00","21,807.00","21,857.00","21,114.00",131.61K,-3.59%
"Dec 31, 2015","21,910.00","21,905.00","22,007.00","21,818.00",41.89K,-0.04%
"Dec 30, 2015","21,918.00","22,070.00","22,156.00","21,903.00",14.58K,-0.63%
"Dec 29, 2015","22,058.00","21,854.00","22,060.00","21,813.00",85.46K,0.90%
"Dec 28, 2015","21,862.00","22,112.00","22,186.00","21,832.00",95.99K,-1.41%
"Dec 27, 2015","22,174.00","22,174.00","22,174.00","22,174.00",-,0.15%
"Dec 24, 2015","22,140.00","22,095.00","22,297.00","22,080.00",51.22K,0.18%
"Dec 23, 2015","22,100.00","21,815.00","22,123.00","21,731.00",126.38K,1.30%
"Dec 22, 2015","21,817.00","21,785.00","21,915.00","21,704.00",92.45K,0.15%
"Dec 21, 2015","21,784.00","21,785.00","21,852.00","21,564.00",102.71K,-0.01%
"Dec 18, 2015","21,787.00","21,838.00","21,986.00","21,590.00",117.21K,-0.17%
"Dec 17, 2015","21,824.00","21,728.00","22,009.00","21,685.00",117.23K,0.40%
"Dec 16, 2015","21,738.00","21,339.00","21,770.00","21,338.00",107.49K,1.91%
"Dec 15, 2015","21,331.00","21,288.00","21,409.00","21,101.00",106.33K,0.10%
"Dec 14, 2015","21,310.00","21,381.00","21,381.00","20,985.00",134.10K,-0.36%
"Dec 11, 2015","21,387.00","21,621.00","21,743.00","21,385.00",112.30K,-1.11%
"Dec 10, 2015","21,628.00","21,765.00","21,895.00","21,608.00",105.84K,-0.69%
"Dec 09, 2015","21,778.00","21,824.00","21,850.00","21,552.00",100.68K,-0.21%
"Dec 08, 2015","21,823.00","22,280.00","22,318.00","21,710.00",106.54K,-2.05%
"Dec 07, 2015","22,280.00","22,154.00","22,388.00","22,101.00",84.78K,0.58%
"Dec 04, 2015","22,152.00","22,425.00","22,521.00","22,047.00",108.29K,-1.18%
"Dec 03, 2015","22,417.00","22,486.00","22,518.00","22,255.00",104.49K,-0.29%
"Dec 02, 2015","22,483.00","22,386.00","22,576.00","22,305.00",121.23K,0.42%
"Dec 01, 2015","22,388.00","21,925.00","22,489.00","21,906.00",134.49K,2.19%
"Nov 30, 2015","21,909.00","22,003.00","22,167.00","21,856.00",132.08K,-1.36%
"Nov 27, 2015","22,212.00","22,531.00","22,658.00","22,190.00",14.23K,-1.39%
"Nov 26, 2015","22,525.00","22,495.00","23,055.00","22,435.00",107.25K,0.14%
"Nov 25, 2015","22,494.00","22,511.00","22,633.00","22,301.00",139.79K,-0.13%
"Nov 24, 2015","22,524.00","22,685.00","22,768.00","22,405.00",137.76K,-0.75%
"Nov 23, 2015","22,695.00","22,760.00","22,882.00","22,617.00",114.89K,-0.29%
"Nov 20, 2015","22,761.00","22,476.00","22,822.00","22,423.00",98.98K,1.23%
"Nov 19, 2015","22,484.00","22,137.00","22,574.00","22,101.00",110.49K,1.57%
"Nov 18, 2015","22,137.00","22,298.00","22,394.00","22,111.00",106.19K,-0.60%
"Nov 17, 2015","22,270.00","22,050.00","22,488.00","22,021.00",125.63K,1.04%
"Nov 16, 2015","22,041.00","22,315.00","22,338.00","21,818.00",104.14K,-1.25%
"Nov 13, 2015","22,319.00","22,898.00","22,945.00","22,257.00",124.65K,-2.58%
"Nov 12, 2015","22,909.00","22,366.00","22,988.00","22,301.00",139.61K,2.46%
"Nov 11, 2015","22,359.00","22,370.00","22,428.00","22,195.00",112.28K,-0.06%
"Nov 10, 2015","22,372.00","22,608.00","22,613.00","22,243.00",115.05K,-1.04%
"Nov 09, 2015","22,608.00","22,737.00","22,951.00","22,549.00",107.84K,-0.57%
"Nov 06, 2015","22,737.00","22,968.00","23,054.00","22,708.00",94.74K,-1.00%
"Nov 05, 2015","22,966.00","23,115.00","23,240.00","22,915.00",114.39K,-0.64%
"Nov 04, 2015","23,115.00","22,588.00","23,347.00","22,498.00",147.99K,2.37%
"Nov 03, 2015","22,580.00","22,367.00","22,677.00","22,363.00",81.29K,1.00%
"Nov 02, 2015","22,357.00","22,694.00","22,694.00","22,230.00",100.45K,-1.44%
"Oct 30, 2015","22,684.00","22,751.00","22,848.00","22,608.00",100.79K,-0.92%
"Oct 29, 2015","22,895.00","22,995.00","23,095.00","22,850.00",14.48K,-0.36%
"Oct 28, 2015","22,978.00","23,096.00","23,130.00","22,927.00",98.02K,-0.40%
"Oct 27, 2015","23,070.00","23,044.00","23,150.00","22,894.00",139.05K,0.12%
"Oct 26, 2015","23,043.00","23,177.00","23,538.00","23,036.00",126.37K,-0.59%
"Oct 23, 2015","23,180.00","22,850.00","23,289.00","22,838.00",100.30K,1.48%
"Oct 22, 2015","22,843.00","22,915.00","22,990.00","22,710.00",89.55K,-0.38%
"Oct 20, 2015","22,930.00","23,035.00","23,053.00","22,805.00",94.91K,-0.48%
"Oct 19, 2015","23,041.00","23,124.00","23,166.00","22,875.00",89.49K,-0.26%
"Oct 16, 2015","23,100.00","22,919.00","23,132.00","22,880.00",87.55K,0.82%
"Oct 15, 2015","22,911.00","22,451.00","22,928.00","22,416.00",114.42K,1.98%
"Oct 14, 2015","22,466.00","22,502.00","22,597.00","22,314.00",91.72K,-0.20%
"Oct 13, 2015","22,511.00","22,654.00","22,768.00","22,442.00",94.08K,-0.64%
"Oct 12, 2015","22,655.00","22,405.00","22,759.00","22,396.00",82.01K,1.12%
"Oct 09, 2015","22,403.00","22,370.00","22,788.00","22,326.00",99.12K,-0.05%
"Oct 08, 2015","22,415.00","22,482.00","22,649.00","22,151.00",89.04K,-0.26%
"Oct 07, 2015","22,473.00","21,780.00","22,492.00","21,729.00",92.70K,3.26%
"Oct 06, 2015","21,764.00","21,856.00","22,149.00","21,682.00",77.04K,-0.38%
"Oct 05, 2015","21,846.00","21,517.00","21,979.00","21,239.00",78.05K,1.58%
"Oct 02, 2015","21,507.00","20,825.00","21,528.00","20,821.00",73.87K,3.43%
"Sep 30, 2015","20,793.00","20,500.00","20,918.00","20,433.00",81.09K,1.55%
"Sep 29, 2015","20,476.00","21,265.00","21,372.00","20,365.00",22.21K,-3.52%
"Sep 25, 2015","21,223.00","21,165.00","21,329.00","20,785.00",123.72K,0.20%
"Sep 24, 2015","21,181.00","21,340.00","21,459.00","21,008.00",126.39K,-0.62%
"Sep 23, 2015","21,313.00","21,580.00","21,612.00","20,944.00",118.39K,-1.29%
"Sep 22, 2015","21,592.00","21,691.00","22,128.00","21,572.00",76.36K,-0.41%
"Sep 21, 2015","21,681.00","22,030.00","22,059.00","21,456.00",72.54K,-1.82%
"Sep 18, 2015","22,084.00","21,724.00","22,101.00","21,678.00",70.37K,1.63%
"Sep 17, 2015","21,730.00","21,997.00","22,198.00","21,608.00",91.03K,-1.14%
"Sep 16, 2015","21,980.00","21,333.00","22,074.00","21,287.00",77.72K,3.03%
"Sep 15, 2015","21,333.00","21,484.00","21,585.00","21,305.00",52.49K,-0.65%
"Sep 14, 2015","21,473.00","21,350.00","21,685.00","21,260.00",63.86K,0.46%
"Sep 11, 2015","21,375.00","21,463.00","21,840.00","21,330.00",67.62K,-0.46%
"Sep 10, 2015","21,474.00","21,965.00","22,088.00","21,374.00",66.81K,-2.26%
"Sep 09, 2015","21,971.00","21,309.00","22,176.00","21,252.00",106.85K,3.12%
"Sep 08, 2015","21,307.00","20,390.00","21,363.00","20,352.00",82.78K,4.31%
"Sep 07, 2015","20,427.00","20,600.00","20,980.00","20,379.00",69.07K,-0.90%
"Sep 04, 2015","20,612.00","20,675.00","20,999.00","20,539.00",57.59K,-0.42%
"Sep 02, 2015","20,699.00","20,862.00","21,190.00","20,614.00",84.11K,-0.86%
"Sep 01, 2015","20,879.00","21,467.00","21,554.00","20,866.00",66.63K,-2.73%
"Aug 31, 2015","21,464.00","21,505.00","21,648.00","21,229.00",69.17K,-2.28%
"Aug 28, 2015","21,965.00","21,782.00","22,249.00","21,768.00",14.58K,0.78%
"Aug 27, 2015","21,795.00","21,115.00","21,994.00","20,962.00",89.88K,3.23%
"Aug 26, 2015","21,113.00","21,630.00","22,433.00","21,014.00",136.91K,-2.14%
"Aug 25, 2015","21,575.00","21,153.00","21,856.00","20,072.00",154.06K,2.12%
"Aug 24, 2015","21,128.00","22,468.00","22,500.00","21,077.00",102.95K,-6.05%
"Aug 21, 2015","22,488.00","22,643.00","22,650.00","22,102.00",75.05K,-0.79%
"Aug 20, 2015","22,666.00","23,070.00","23,160.00","22,514.00",72.34K,-1.77%
"Aug 19, 2015","23,074.00","23,448.00","23,526.00","23,065.00",66.33K,-1.56%
"Aug 18, 2015","23,440.00","23,795.00","23,992.00","23,401.00",55.07K,-1.46%
"Aug 17, 2015","23,787.00","23,943.00","24,020.00","23,663.00",39.07K,-0.69%
"Aug 14, 2015","23,953.00","24,053.00","24,122.00","23,903.00",34.00K,-0.36%
"Aug 13, 2015","24,040.00","23,711.00","24,073.00","23,613.00",52.26K,1.35%
"Aug 12, 2015","23,720.00","24,408.00","24,408.00","23,713.00",69.23K,-2.75%
"Aug 11, 2015","24,390.00","24,404.00","24,825.00","24,315.00",55.74K,-0.05%
"Aug 10, 2015","24,401.00","24,472.00","24,548.00","23,980.00",54.89K,-0.20%
"Aug 07, 2015","24,450.00","24,312.00","24,589.00","24,120.00",46.22K,0.58%
"Aug 06, 2015","24,310.00","24,475.00","24,617.00","24,230.00",41.97K,-0.65%
"Aug 05, 2015","24,469.00","24,265.00","24,527.00","24,254.00",34.70K,0.84%
"Aug 04, 2015","24,264.00","24,281.00","24,479.00","24,144.00",46.01K,-0.06%
"Aug 03, 2015","24,278.00","24,525.00","24,690.00","24,112.00",51.28K,-1.01%
"Jul 31, 2015","24,526.00","24,416.00","24,722.00","24,360.00",40.82K,-0.53%
"Jul 30, 2015","24,656.00","24,625.00","24,863.00","24,588.00",10.71K,0.19%
"Jul 29, 2015","24,609.00","24,473.00","24,716.00","24,417.00",62.37K,0.57%
"Jul 28, 2015","24,469.00","24,339.00","24,987.00","24,011.00",129.96K,0.51%
"Jul 27, 2015","24,346.00","25,170.00","25,170.00","24,245.00",95.52K,-3.24%
"Jul 24, 2015","25,160.00","25,375.00","25,405.00","25,018.00",57.49K,-0.88%
"Jul 23, 2015","25,384.00","25,202.00","25,508.00","25,180.00",44.10K,0.60%
"Jul 22, 2015","25,233.00","25,500.00","25,528.00","25,140.00",47.21K,-1.12%
"Jul 21, 2015","25,518.00","25,399.00","25,620.00","25,285.00",51.65K,0.51%
"Jul 20, 2015","25,389.00","25,418.00","25,544.00","25,261.00",48.96K,-0.13%
"Jul 17, 2015","25,421.00","25,078.00","25,485.00","25,047.00",48.67K,1.41%
"Jul 16, 2015","25,067.00","25,051.00","25,132.00","24,800.00",47.84K,0.15%
"Jul 15, 2015","25,030.00","25,037.00","25,181.00","24,811.00",53.62K,0.09%
"Jul 14, 2015","25,008.00","25,185.00","25,238.00","24,840.00",57.05K,-0.66%
"Jul 13, 2015","25,174.00","24,908.00","25,240.00","24,521.00",74.96K,1.10%
"Jul 10, 2015","24,899.00","24,456.00","24,963.00","24,418.00",76.10K,1.80%
"Jul 09, 2015","24,458.00","23,175.00","24,686.00","23,132.00",116.81K,5.53%
"Jul 08, 2015","23,176.00","25,019.00","25,023.00","22,714.00",142.33K,-7.39%
"Jul 07, 2015","25,025.00","25,261.00","25,477.00","24,843.00",81.63K,-1.02%
"Jul 06, 2015","25,284.00","26,005.00","26,358.00","24,725.00",108.14K,-2.79%
"Jul 03, 2015","26,011.00","26,313.00","26,418.00","25,898.00",64.45K,-1.21%
"Jul 02, 2015","26,330.00","26,210.00","26,437.00","26,083.00",56.44K,0.48%
"Jun 30, 2015","26,204.00","25,917.00","26,496.00","25,870.00",72.62K,0.77%
"Jun 29, 2015","26,003.00","26,708.00","26,723.00","25,853.00",16.85K,-2.73%
"Jun 26, 2015","26,733.00","27,151.00","27,158.00","26,417.00",109.13K,-1.50%
"Jun 25, 2015","27,140.00","27,279.00","27,371.00","27,059.00",93.96K,-0.51%
"Jun 24, 2015","27,278.00","27,283.00","27,336.00","27,180.00",72.50K,-0.02%
"Jun 23, 2015","27,283.00","26,943.00","27,316.00","26,887.00",87.50K,1.31%
"Jun 22, 2015","26,929.00","26,625.00","26,996.00","26,591.00",36.89K,1.08%
"Jun 19, 2015","26,640.00","26,481.00","26,790.00","26,416.00",60.29K,0.56%
"Jun 18, 2015","26,491.00","26,551.00","26,700.00","26,342.00",51.77K,-0.18%
"Jun 17, 2015","26,539.00","26,281.00","26,688.00","26,167.00",58.94K,0.99%
"Jun 16, 2015","26,278.00","26,591.00","26,648.00","26,272.00",55.85K,-1.21%
"Jun 15, 2015","26,599.00","27,130.00","27,144.00","26,586.00",47.49K,-1.95%
"Jun 12, 2015","27,128.00","26,730.00","27,182.00","26,720.00",50.84K,1.42%
"Jun 11, 2015","26,749.00","26,400.00","26,750.00","26,357.00",47.05K,1.39%
"Jun 10, 2015","26,382.00","26,734.00","26,880.00","26,287.00",68.63K,-1.32%
"Jun 09, 2015","26,734.00","27,042.00","27,103.00","26,705.00",56.57K,-1.11%
"Jun 08, 2015","27,035.00","27,020.00","27,210.00","26,810.00",51.79K,0.09%
"Jun 05, 2015","27,011.00","27,468.00","27,468.00","26,988.00",60.36K,-1.60%
"Jun 04, 2015","27,450.00","27,348.00","27,660.00","26,638.00",105.32K,0.30%
"Jun 03, 2015","27,369.00","27,139.00","27,520.00","27,078.00",55.29K,0.70%
"Jun 02, 2015","27,179.00","27,211.00","27,370.00","27,090.00",57.87K,-0.19%
"Jun 01, 2015","27,230.00","27,175.00","27,551.00","26,996.00",62.17K,0.24%
"May 29, 2015","27,164.00","27,118.00","27,315.00","26,947.00",64.18K,-1.60%
"May 28, 2015","27,606.00","28,080.00","28,178.00","27,555.00",15.78K,-1.64%
"May 27, 2015","28,066.00","28,307.00","28,458.00","28,027.00",81.41K,-0.81%
"May 26, 2015","28,296.00","27,984.00","28,560.00","27,984.00",121.12K,1.11%
"May 22, 2015","27,984.00","27,585.00","28,060.00","27,551.00",88.30K,1.42%
"May 21, 2015","27,593.00","27,466.00","27,624.00","27,358.00",53.57K,0.46%
"May 20, 2015","27,468.00","27,678.00","27,719.00","27,404.00",53.06K,-0.76%
"May 19, 2015","27,679.00","27,510.00","27,697.00","27,424.00",50.34K,0.61%
"May 18, 2015","27,510.00","27,868.00","27,925.00","27,345.00",56.25K,-1.27%
"May 15, 2015","27,864.00","27,266.00","27,930.00","27,239.00",69.76K,2.33%
"May 14, 2015","27,230.00","27,185.00","27,300.00","27,056.00",47.85K,0.16%
"May 13, 2015","27,187.00","27,307.00","27,476.00","27,106.00",55.24K,-0.52%
"May 12, 2015","27,329.00","27,623.00","27,714.00","27,313.00",47.32K,-1.10%
"May 11, 2015","27,632.00","27,515.00","27,832.00","27,495.00",49.00K,0.44%
"May 08, 2015","27,510.00","27,180.00","27,624.00","27,000.00",57.47K,1.15%
"May 07, 2015","27,197.00","27,684.00","27,693.00","27,133.00",57.47K,-1.71%
"May 06, 2015","27,669.00","27,792.00","28,033.00","27,512.00",67.56K,-0.37%
"May 05, 2015","27,773.00","28,160.00","28,298.00","27,502.00",75.37K,-1.36%
"May 04, 2015","28,156.00","28,149.00","28,358.00","27,951.00",50.89K,0.18%
"Apr 30, 2015","28,105.00","28,399.00","28,418.00","27,932.00",63.79K,-0.82%
"Apr 29, 2015","28,338.00","28,442.00","28,490.00","28,230.00",10.39K,-0.33%
"Apr 28, 2015","28,433.00","28,448.00","28,510.00","28,230.00",90.73K,0.08%
"Apr 27, 2015","28,410.00","28,071.00","28,621.00","28,058.00",118.58K,1.34%
"Apr 24, 2015","28,033.00","27,814.00","28,095.00","27,582.00",91.83K,0.84%
"Apr 23, 2015","27,799.00","27,801.00","28,215.00","27,706.00",83.19K,-0.03%
"Apr 22, 2015","27,807.00","27,875.00","28,093.00","27,708.00",71.65K,-0.26%
"Apr 21, 2015","27,879.00","27,140.00","27,987.00","27,113.00",75.72K,2.73%
"Apr 20, 2015","27,139.00","27,681.00","27,931.00","26,935.00",94.76K,-1.95%
"Apr 17, 2015","27,680.00","27,732.00","27,994.00","27,617.00",57.09K,-0.21%
"Apr 16, 2015","27,739.00","27,645.00","27,841.00","27,470.00",53.57K,0.43%
"Apr 15, 2015","27,619.00","27,549.00","27,862.00","27,456.00",75.25K,0.17%
"Apr 14, 2015","27,572.00","28,073.00","28,205.00","27,492.00",77.14K,-1.62%
"Apr 13, 2015","28,026.00","27,355.00","28,125.00","27,191.00",84.88K,2.66%
"Apr 10, 2015","27,300.00","27,080.00","27,630.00","26,878.00",84.14K,0.84%
"Apr 09, 2015","27,073.00","26,244.00","27,999.00","26,244.00",124.31K,3.16%
"Apr 08, 2015","26,244.00","25,222.00","26,293.00","25,195.00",82.23K,4.08%
"Apr 02, 2015","25,216.00","25,110.00","25,338.00","25,103.00",43.26K,0.46%
"Apr 01, 2015","25,100.00","24,963.00","25,140.00","24,860.00",46.80K,0.61%
"Mar 31, 2015","24,949.00","24,857.00","25,054.00","24,848.00",50.82K,0.33%
"Mar 30, 2015","24,867.00","24,532.00","24,882.00","24,498.00",14.28K,1.31%
"Mar 27, 2015","24,546.00","24,505.00","24,577.00","24,408.00",59.63K,0.12%
"Mar 26, 2015","24,516.00","24,565.00","24,620.00","24,366.00",87.79K,-0.22%
"Mar 25, 2015","24,571.00","24,442.00","24,647.00","24,407.00",83.24K,0.61%
"Mar 24, 2015","24,423.00","24,476.00","24,515.00","24,298.00",56.10K,-0.24%
"Mar 23, 2015","24,482.00","24,403.00","24,569.00","24,403.00",47.05K,0.29%
"Mar 20, 2015","24,411.00","24,514.00","24,532.00","24,362.00",45.16K,-0.43%
"Mar 19, 2015","24,517.00","24,131.00","24,533.00","24,096.00",55.03K,1.60%
"Mar 18, 2015","24,130.00","23,862.00","24,221.00","23,800.00",57.93K,1.10%
"Mar 17, 2015","23,868.00","23,968.00","24,052.00","23,749.00",48.66K,-0.34%
"Mar 16, 2015","23,950.00","23,750.00","23,967.00","23,655.00",43.83K,0.80%
"Mar 13, 2015","23,761.00","23,741.00","23,885.00","23,716.00",38.70K,0.03%
"Mar 12, 2015","23,755.00","23,680.00","23,835.00","23,588.00",46.18K,0.46%
"Mar 11, 2015","23,646.00","23,863.00","23,870.00","23,635.00",48.07K,-0.94%
"Mar 10, 2015","23,870.00","24,063.00","24,111.00","23,805.00",46.87K,-0.83%
"Mar 09, 2015","24,070.00","24,103.00","24,170.00","23,881.00",50.10K,-0.16%
"Mar 06, 2015","24,108.00","24,142.00","24,232.00","24,056.00",40.23K,-0.13%
"Mar 05, 2015","24,139.00","24,340.00","24,340.00","24,071.00",55.89K,-0.85%
"Mar 04, 2015","24,347.00","24,580.00","24,640.00","24,317.00",51.29K,-0.98%
"Mar 03, 2015","24,589.00","24,806.00","24,869.00","24,547.00",51.85K,-0.87%
"Mar 02, 2015","24,804.00","24,777.00","24,987.00","24,587.00",57.83K,0.04%
"Feb 27, 2015","24,794.00","24,830.00","25,048.00","24,743.00",51.76K,-0.26%
"Feb 26, 2015","24,858.00","24,809.00","24,950.00","24,725.00",10.24K,0.19%
"Feb 25, 2015","24,810.00","24,784.00","24,900.00","24,686.00",61.07K,0.11%
"Feb 24, 2015","24,782.00","24,854.00","24,854.00","24,680.00",90.20K,-0.33%
"Feb 23, 2015","24,863.00","24,980.00","24,986.00","24,634.00",66.84K,0.06%
