Date,Price,Open,High,Low,Vol.,Change %
"Jul 22, 2019","28,373.00","28,814.00","28,814.00","28,281.00",216.57K,-1.55%
"Jul 19, 2019","28,821.00","28,451.00","28,841.00","28,393.00",159.69K,1.39%
"Jul 18, 2019","28,427.00","28,616.00","28,638.00","28,311.00",174.23K,-0.66%
"Jul 17, 2019","28,616.00","28,621.00","28,657.00","28,358.00",160.08K,-0.02%
"Jul 16, 2019","28,622.00","28,530.00","28,661.00","28,474.00",163.81K,0.35%
"Jul 15, 2019","28,523.00","28,530.00","28,598.00","28,052.00",203.78K,-0.06%
"Jul 12, 2019","28,539.00","28,455.00","28,609.00","28,289.00",176.94K,0.30%
"Jul 11, 2019","28,454.00","28,199.00","28,614.00","28,138.00",180.77K,0.89%
"Jul 10, 2019","28,202.00","28,100.00","28,345.00","28,087.00",163.25K,0.35%
"Jul 09, 2019","28,103.00","28,354.00","28,444.00","28,091.00",191.41K,-0.91%
"Jul 08, 2019","28,360.00","28,775.00","28,800.00","28,213.00",202.21K,-1.46%
"Jul 05, 2019","28,780.00","28,851.00","28,962.00","28,753.00",151.36K,-0.24%
"Jul 04, 2019","28,849.00","28,941.00","29,080.00","28,834.00",168.29K,-0.27%
"Jul 03, 2019","28,926.00","28,931.00","28,992.00","28,766.00",167.45K,-0.02%
"Jul 02, 2019","28,932.00","28,514.00","29,054.00","28,478.00",180.75K,1.56%
"Jul 01, 2019","28,487.50","28,487.50","28,487.50","28,487.50",-,-0.06%
"Jun 28, 2019","28,505.00","28,553.00","28,579.00","28,367.00",154.44K,-0.05%
"Jun 27, 2019","28,519.00","28,209.00","28,526.00","28,209.00",38.68K,1.17%
"Jun 26, 2019","28,190.00","28,156.00","28,275.00","27,989.00",194.18K,0.11%
"Jun 25, 2019","28,158.00","28,414.00","28,489.00","28,079.00",254.82K,-0.93%
"Jun 24, 2019","28,422.00","28,437.00","28,605.00","28,314.00",214.58K,0.00%
"Jun 21, 2019","28,422.00","28,519.00","28,688.00","28,298.00",220.45K,-0.33%
"Jun 20, 2019","28,515.00","28,146.00","28,519.00","28,080.00",209.03K,1.31%
"Jun 19, 2019","28,146.00","27,459.00","28,197.00","27,447.00",237.29K,2.57%
"Jun 18, 2019","27,442.00","27,157.00","27,519.00","27,096.00",207.01K,1.09%
"Jun 17, 2019","27,147.00","27,048.00","27,446.00","26,907.00",196.32K,0.38%
"Jun 14, 2019","27,043.00","27,170.00","27,243.00","26,952.00",180.69K,-0.41%
"Jun 13, 2019","27,153.00","27,120.00","27,199.00","26,702.00",251.59K,0.11%
"Jun 12, 2019","27,122.00","27,688.00","27,770.00","27,106.00",196.29K,-2.04%
"Jun 11, 2019","27,688.00","27,458.00","27,756.00","27,436.00",186.31K,0.80%
"Jun 10, 2019","27,469.00","26,844.00","27,516.00","26,773.00",196.93K,2.46%
"Jun 07, 2019","26,809.00","26,809.00","26,809.00","26,809.00",-,-0.15%
"Jun 06, 2019","26,848.00","26,815.00","26,879.00","26,671.00",180.82K,0.14%
"Jun 05, 2019","26,811.00","26,629.00","27,004.00","26,586.00",216.25K,0.76%
"Jun 04, 2019","26,608.00","26,747.00","26,886.00","26,505.00",218.54K,-0.39%
"Jun 03, 2019","26,711.00","26,727.00","26,828.00","26,578.00",209.68K,-0.02%
"May 31, 2019","26,717.00","26,929.00","27,033.00","26,703.00",204.38K,-1.41%
"May 30, 2019","27,100.00","27,221.00","27,319.00","27,042.00",36.02K,-0.47%
"May 29, 2019","27,228.00","27,316.00","27,448.00","27,139.00",203.15K,-0.35%
"May 28, 2019","27,323.00","27,236.00","27,449.00","27,178.00",227.75K,0.36%
"May 27, 2019","27,226.00","27,314.00","27,353.00","27,068.00",232.07K,-0.30%
"May 24, 2019","27,307.00","27,227.00","27,438.00","27,121.00",203.52K,0.29%
"May 23, 2019","27,227.00","27,615.00","27,673.00","27,120.00",232.14K,-1.38%
"May 22, 2019","27,608.00","27,539.00","27,718.00","27,495.00",201.36K,0.20%
"May 21, 2019","27,553.00","27,620.00","27,828.00","27,333.00",228.49K,-0.25%
"May 20, 2019","27,622.00","27,715.00","27,850.00","27,524.00",230.01K,-0.39%
"May 17, 2019","27,730.00","28,090.00","28,317.00","27,673.00",243.90K,-1.27%
"May 16, 2019","28,087.00","28,068.00","28,160.00","27,791.00",241.76K,0.09%
"May 15, 2019","28,063.00","27,880.00","28,169.00","27,790.00",235.59K,0.75%
"May 14, 2019","27,854.00","28,312.00","28,374.00","27,602.00",255.37K,-1.20%
"May 13, 2019","28,191.00","28,191.00","28,191.00","28,191.00",-,-0.48%
"May 10, 2019","28,327.00","28,057.00","28,588.00","27,754.00",346.05K,1.08%
"May 09, 2019","28,024.00","28,750.00","28,798.00","28,005.00",320.03K,-2.67%
"May 08, 2019","28,793.00","29,086.00","29,086.00","28,619.00",249.09K,-1.08%
"May 07, 2019","29,106.00","28,939.00","29,242.00","28,909.00",250.17K,0.47%
"May 06, 2019","28,970.00","29,862.00","30,047.00","28,687.00",260.54K,-2.99%
"May 03, 2019","29,863.00","29,672.00","29,875.00","29,412.00",173.04K,0.69%
"May 02, 2019","29,658.00","29,468.00","29,737.00","29,391.00",146.55K,0.65%
"Apr 30, 2019","29,467.00","29,667.00","29,681.00","29,368.00",207.19K,-1.18%
"Apr 29, 2019","29,818.00","29,570.00","29,835.00","29,547.00",42.04K,0.81%
"Apr 26, 2019","29,578.00","29,540.00","29,685.00","29,412.00",229.28K,0.21%
"Apr 25, 2019","29,516.00","29,772.00","29,853.00","29,501.00",283.97K,-0.82%
"Apr 24, 2019","29,760.00","29,939.00","30,129.00","29,650.00",301.52K,-0.63%
"Apr 23, 2019","29,950.00","29,954.00","30,109.00","29,742.00",236.61K,0.03%
"Apr 18, 2019","29,940.00","30,146.00","30,235.00","29,882.00",209.13K,-0.72%
"Apr 17, 2019","30,157.00","30,131.00","30,205.00","30,008.00",210.54K,0.11%
"Apr 16, 2019","30,124.00","29,828.00","30,189.00","29,684.00",224.25K,1.00%
"Apr 15, 2019","29,825.00","29,978.00","30,336.00","29,767.00",247.24K,-0.42%
"Apr 12, 2019","29,950.00","29,821.00","29,991.00","29,706.00",196.89K,0.43%
"Apr 11, 2019","29,821.00","30,129.00","30,225.00","29,799.00",225.47K,-1.00%
"Apr 10, 2019","30,121.00","30,216.00","30,272.00","29,944.00",196.08K,-0.27%
"Apr 09, 2019","30,204.00","30,118.00","30,295.00","30,071.00",184.23K,0.26%
"Apr 08, 2019","30,127.00","29,993.00","30,220.00","29,965.00",197.90K,0.41%
"Apr 04, 2019","30,003.00","29,953.00","30,131.00","29,810.00",204.05K,0.13%
"Apr 03, 2019","29,963.00","29,737.00","30,059.00","29,644.00",205.08K,0.75%
"Apr 02, 2019","29,739.00","29,580.00","29,749.00","29,565.00",173.46K,0.52%
"Apr 01, 2019","29,586.00","29,072.00","29,681.00","29,034.00",182.74K,1.75%
"Mar 29, 2019","29,077.00","28,797.00","29,181.00","28,735.00",198.93K,1.25%
"Mar 28, 2019","28,719.00","28,689.00","28,745.00","28,532.00",38.96K,0.12%
"Mar 27, 2019","28,685.00","28,543.00","28,789.00","28,531.00",209.00K,0.51%
"Mar 26, 2019","28,540.00","28,539.00","28,755.00","28,410.00",264.19K,0.07%
"Mar 25, 2019","28,519.00","29,065.00","29,065.00","28,422.00",260.41K,-1.95%
"Mar 22, 2019","29,085.00","29,100.00","29,270.00","28,838.00",248.19K,-0.11%
"Mar 21, 2019","29,117.00","29,339.00","29,477.00","29,071.00",234.00K,-0.71%
"Mar 20, 2019","29,326.00","29,500.00","29,630.00","29,261.00",219.38K,-0.57%
"Mar 19, 2019","29,494.00","29,381.00","29,541.00","29,335.00",208.92K,0.37%
"Mar 18, 2019","29,385.00","29,050.00","29,444.00","29,039.00",220.22K,1.17%
"Mar 15, 2019","29,046.00","28,900.00","29,250.00","28,756.00",226.88K,0.51%
"Mar 14, 2019","28,898.00","28,828.00","28,997.00","28,675.00",215.00K,0.28%
"Mar 13, 2019","28,817.00","28,918.00","28,966.00","28,710.00",218.91K,-0.30%
"Mar 12, 2019","28,905.00","28,480.00","28,990.00","28,445.00",201.20K,1.47%
"Mar 11, 2019","28,485.00","28,240.00","28,530.00","28,016.00",216.83K,0.88%
"Mar 08, 2019","28,236.00","28,745.00","28,782.00","28,176.00",245.41K,-1.70%
"Mar 07, 2019","28,723.00","29,030.00","29,093.00","28,723.00",224.13K,-1.05%
"Mar 06, 2019","29,029.00","28,897.00","29,086.00","28,846.00",204.77K,0.48%
"Mar 05, 2019","28,890.00","28,880.00","28,989.00","28,617.00",244.48K,0.02%
"Mar 04, 2019","28,885.00","28,740.00","29,255.00","28,642.00",230.36K,0.54%
"Mar 01, 2019","28,730.00","28,684.00","28,840.00","28,580.00",194.90K,0.22%
"Feb 28, 2019","28,666.00","28,732.00","28,913.00","28,563.00",217.50K,-0.69%
"Feb 27, 2019","28,864.00","28,728.00","28,959.00","28,685.00",33.77K,0.48%
"Feb 26, 2019","28,727.00","28,912.00","29,114.00","28,702.00",226.03K,-0.56%
"Feb 25, 2019","28,890.00","28,866.00","29,018.00","28,740.00",291.72K,0.29%
"Feb 22, 2019","28,806.00","28,653.00","28,864.00","28,417.00",243.02K,0.53%
"Feb 21, 2019","28,655.00","28,515.00","28,799.00","28,363.00",229.60K,0.51%
"Feb 20, 2019","28,510.00","28,145.00","28,573.00","28,038.00",194.99K,1.26%
"Feb 19, 2019","28,155.00","28,323.00","28,448.00","28,128.00",171.90K,-0.63%
"Feb 18, 2019","28,334.00","27,880.00","28,384.00","27,879.00",161.27K,1.68%
"Feb 15, 2019","27,867.00","28,329.00","28,397.00","27,781.00",198.44K,-1.67%
"Feb 14, 2019","28,339.00","28,393.00","28,498.00","28,218.00",181.17K,-0.21%
"Feb 13, 2019","28,400.00","28,117.00","28,509.00","28,102.00",180.50K,0.98%
"Feb 12, 2019","28,123.00","28,144.00","28,220.00","27,916.00",149.57K,-0.02%
"Feb 11, 2019","28,130.00","27,957.00","28,158.00","27,758.00",146.73K,0.64%
"Feb 08, 2019","27,951.00","27,662.00","27,960.00","27,450.00",110.64K,0.42%
"Feb 06, 2019","27,833.00","27,833.00","27,833.00","27,833.00",-,0.03%
"Feb 04, 2019","27,826.00","27,855.00","27,950.00","27,726.00",64.91K,-0.13%
"Feb 01, 2019","27,862.00","28,012.00","28,200.00","27,743.00",169.00K,-0.69%
"Jan 31, 2019","28,055.00","27,648.00","28,075.00","27,625.00",177.79K,1.83%
"Jan 30, 2019","27,552.00","27,567.00","27,666.00","27,375.00",31.02K,-0.05%
"Jan 29, 2019","27,566.00","27,557.00","27,620.00","27,325.00",186.76K,0.03%
"Jan 28, 2019","27,557.00","27,618.00","27,814.00","27,453.00",234.93K,-0.16%
"Jan 25, 2019","27,602.00","27,112.00","27,618.00","27,104.00",242.21K,1.87%
"Jan 24, 2019","27,096.00","27,018.00","27,164.00","26,872.00",195.64K,0.41%
"Jan 23, 2019","26,985.00","27,006.00","27,160.00","26,875.00",201.37K,-0.07%
"Jan 22, 2019","27,003.00","27,201.00","27,271.00","26,835.00",197.12K,-0.87%
"Jan 21, 2019","27,240.00","27,102.00","27,361.00","27,013.00",191.14K,0.52%
"Jan 18, 2019","27,100.00","26,785.00","27,144.00","26,764.00",187.74K,1.24%
"Jan 17, 2019","26,769.00","26,890.00","27,041.00","26,666.00",236.85K,-0.51%
"Jan 16, 2019","26,905.00","26,731.00","26,938.00","26,559.00",199.00K,0.57%
"Jan 15, 2019","26,752.00","26,302.00","26,874.00","26,254.00",222.86K,1.71%
"Jan 14, 2019","26,302.00","26,706.00","26,738.00","26,164.00",180.42K,-1.48%
"Jan 11, 2019","26,696.00","26,464.00","26,746.00","26,461.00",200.76K,0.85%
"Jan 10, 2019","26,470.00","26,518.00","26,636.00","26,228.00",232.70K,-0.17%
"Jan 09, 2019","26,515.00","25,917.00","26,652.00","25,915.00",229.68K,2.36%
"Jan 08, 2019","25,903.00","25,835.00","26,006.00","25,713.00",197.70K,0.15%
"Jan 07, 2019","25,865.00","25,600.00","26,098.00","25,588.00",201.56K,1.03%
"Jan 04, 2019","25,601.00","25,055.00","25,659.00","24,893.00",241.65K,2.17%
"Jan 03, 2019","25,057.00","25,030.00","25,363.00","24,876.00",214.87K,0.33%
"Jan 02, 2019","24,975.00","25,856.00","25,868.00","24,975.00",192.59K,-3.40%
"Dec 31, 2018","25,854.00","25,588.00","26,000.00","25,545.00",95.33K,1.37%
"Dec 28, 2018","25,504.00","25,355.00","25,584.00","25,216.00",44.10K,0.43%
"Dec 27, 2018","25,394.00","25,880.00","25,940.00","25,322.00",152.99K,-0.91%
"Dec 24, 2018","25,626.00","25,645.00","25,806.00","25,400.00",158.49K,-0.12%
"Dec 21, 2018","25,657.00","25,569.00","25,793.00","25,307.00",265.91K,0.48%
"Dec 20, 2018","25,534.00","25,918.00","26,094.00","25,374.00",245.61K,-1.50%
"Dec 19, 2018","25,923.00","25,852.00","26,018.00","25,784.00",170.80K,0.40%
"Dec 18, 2018","25,820.00","26,098.00","26,193.00","25,700.00",235.51K,-0.99%
"Dec 17, 2018","26,077.00","26,028.00","26,231.00","25,920.00",174.64K,0.14%
"Dec 14, 2018","26,040.00","26,515.00","26,515.00","26,020.00",178.71K,-1.84%
"Dec 13, 2018","26,529.00","26,245.00","26,626.00","26,245.00",210.35K,1.11%
"Dec 12, 2018","26,238.00","25,714.00","26,275.00","25,710.00",206.95K,2.03%
"Dec 11, 2018","25,715.00","25,740.00","25,862.00","25,403.00",207.09K,0.04%
"Dec 10, 2018","25,704.00","26,096.00","26,369.00","25,551.00",206.14K,-1.42%
"Dec 07, 2018","26,075.00","26,130.00","26,308.00","25,814.00",206.33K,-0.32%
"Dec 06, 2018","26,160.00","26,790.00","26,905.00","26,006.00",234.13K,-2.26%
"Dec 05, 2018","26,765.00","27,266.00","27,296.00","26,724.00",198.79K,-1.86%
"Dec 04, 2018","27,271.00","27,278.00","27,329.00","27,041.00",229.93K,-0.05%
"Dec 03, 2018","27,284.00","26,525.00","27,326.00","26,435.00",230.27K,2.84%
"Nov 30, 2018","26,531.00","26,441.00","26,730.00","26,321.00",241.92K,-0.22%
"Nov 29, 2018","26,590.00","26,612.00","26,946.00","26,523.00",36.89K,-0.08%
"Nov 28, 2018","26,612.00","26,338.00","26,722.00","26,197.00",196.86K,1.36%
"Nov 27, 2018","26,256.00","26,404.00","26,512.00","26,138.00",270.86K,-0.55%
"Nov 26, 2018","26,402.00","25,876.00","26,427.00","25,772.00",260.68K,1.96%
"Nov 23, 2018","25,895.00","25,927.00","26,036.00","25,755.00",187.42K,-0.14%
"Nov 22, 2018","25,931.00","25,916.00","26,204.00","25,810.00",208.52K,0.11%
"Nov 21, 2018","25,903.00","25,775.00","25,976.00","25,414.00",278.77K,0.42%
"Nov 20, 2018","25,794.00","26,280.00","26,317.00","25,700.00",238.24K,-1.89%
"Nov 19, 2018","26,290.00","26,107.00","26,378.00","25,958.00",245.69K,0.67%
"Nov 16, 2018","26,115.00","26,034.00","26,193.00","25,785.00",269.55K,0.26%
"Nov 15, 2018","26,047.00","25,538.00","26,136.00","25,476.00",275.74K,1.93%
"Nov 14, 2018","25,554.00","25,807.00","25,993.00","25,430.00",256.31K,-1.10%
"Nov 13, 2018","25,837.00","25,546.00","25,859.00","25,006.00",304.80K,1.12%
"Nov 12, 2018","25,551.00","25,461.00","25,753.00","25,312.00",232.11K,0.35%
"Nov 09, 2018","25,462.00","26,204.00","26,229.00","25,407.00",234.98K,-2.91%
"Nov 08, 2018","26,224.00","26,164.00","26,614.00","26,104.00",234.77K,0.24%
"Nov 07, 2018","26,161.00","26,032.00","26,524.00","25,861.00",299.74K,0.48%
"Nov 06, 2018","26,036.00","25,886.00","26,166.00","25,799.00",238.35K,0.54%
"Nov 05, 2018","25,897.00","26,486.00","26,758.00","25,720.00",300.02K,-2.25%
"Nov 02, 2018","26,493.00","25,350.00","26,502.00","25,323.00",330.52K,4.54%
"Nov 01, 2018","25,342.00","24,919.00","25,516.00","24,858.00",262.46K,1.73%
"Oct 31, 2018","24,911.00","24,578.00","24,961.00","24,474.00",268.86K,0.76%
"Oct 30, 2018","24,722.00","24,771.00","25,041.00","24,572.00",54.55K,-0.17%
"Oct 29, 2018","24,765.00","24,634.00","24,997.00","24,457.00",275.22K,0.44%
"Oct 26, 2018","24,657.00","24,893.00","25,146.00","24,526.00",342.46K,-0.96%
"Oct 25, 2018","24,896.00","25,205.00","25,408.00","24,601.00",338.50K,-1.25%
"Oct 24, 2018","25,212.00","25,305.00","25,654.00","25,050.00",375.66K,-0.49%
"Oct 23, 2018","25,336.00","26,134.00","26,163.00","25,266.00",316.39K,-3.05%
"Oct 22, 2018","26,132.00","25,474.00","26,222.00","25,382.00",298.40K,2.65%
"Oct 19, 2018","25,457.00","25,402.00","25,723.00","25,046.00",312.86K,0.20%
"Oct 18, 2018","25,407.00","25,380.00","25,775.00","25,211.00",251.21K,0.08%
"Oct 16, 2018","25,387.00","25,340.00","25,680.00","25,208.00",258.27K,0.17%
"Oct 15, 2018","25,343.00","25,676.00","25,777.00","25,330.00",233.34K,-1.35%
"Oct 12, 2018","25,690.00","25,186.00","25,788.00","25,080.00",322.93K,2.00%
"Oct 11, 2018","25,187.00","26,173.00","26,256.00","25,123.00",309.25K,-3.74%
"Oct 10, 2018","26,165.00","26,061.00","26,470.00","25,947.00",264.34K,0.40%
"Oct 09, 2018","26,060.00","26,147.00","26,342.00","25,971.00",262.29K,-0.33%
"Oct 08, 2018","26,147.00","26,459.00","26,771.00","26,128.00",263.45K,-1.18%
"Oct 05, 2018","26,459.00","26,556.00","26,632.00","26,243.00",202.56K,-0.39%
"Oct 04, 2018","26,563.00","27,019.00","27,175.00","26,490.00",203.63K,-1.83%
"Oct 03, 2018","27,057.00","26,991.00","27,252.00","26,871.00",212.17K,0.23%
"Oct 02, 2018","26,994.00","27,874.00","27,874.00","26,991.00",222.33K,-3.17%
"Sep 28, 2018","27,877.00","27,707.00","27,935.00","27,649.00",221.52K,0.49%
